SSN Prefix,Years Issued
367-01-####,1936-1950
367-02-####,1987-unknown
367-03-####,1936-1950
367-04-####,1987-unknown
367-05-####,1936-1950
367-06-####,1988-unknown
367-07-####,1936-1950
367-08-####,1989-1992
367-09-####,1936-1950
367-10-####,1936-1950
367-11-####,1989-1992
367-12-####,1936-1950
367-13-####,1989-1992
367-14-####,1936-1950
367-15-####,1989-1992
367-16-####,1936-1950
367-17-####,1994-unknown
367-18-####,1936-1950
367-19-####,1995-unknown
367-20-####,1936-1950
367-21-####,1997-1998
367-22-####,1936-1950
367-23-####,1998-unknown
367-24-####,1936-1950
367-25-####,2000-unknown
367-26-####,1936-1950
367-27-####,2001-2003
367-28-####,1936-1950
367-29-####,2003-2004
367-30-####,1936-1950
367-31-####,2004-2006
367-32-####,1936-1950
367-33-####,2006-2007
367-34-####,1951-1952
367-35-####,2007-2009
367-36-####,1953-1954
367-37-####,2009-2011
367-38-####,1955-unknown
367-39-####,2011-unknown
367-40-####,1956-1957
367-42-####,1958-1959
367-44-####,1960-1961
367-46-####,1962-unknown
367-48-####,1963-unknown
367-50-####,1964-unknown
367-52-####,1965-unknown
367-54-####,1966-unknown
367-56-####,1967-unknown
367-58-####,1968-unknown
367-60-####,1969-unknown
367-62-####,1970-unknown
367-64-####,1971-unknown
367-66-####,1972-unknown
367-68-####,1973-unknown
367-70-####,1973-unknown
367-72-####,1974-unknown
367-74-####,1974-unknown
367-76-####,1975-unknown
367-78-####,1976-unknown
367-80-####,1976-unknown
367-82-####,1977-unknown
367-84-####,1978-unknown
367-86-####,1979-unknown
367-88-####,1980-unknown
367-90-####,1981-1982
367-92-####,1983-unknown
367-94-####,1984-unknown
367-96-####,1985-unknown
367-98-####,1986-unknown
368-01-####,1936-1950
368-02-####,1987-unknown
368-03-####,1936-1950
368-04-####,1988-unknown
368-05-####,1936-1950
368-06-####,1988-unknown
368-07-####,1936-1950
368-08-####,1989-1992
368-09-####,1936-1950
368-10-####,1936-1950
368-11-####,1989-1992
368-12-####,1936-1950
