SSN Prefix,Years Issued
406-40-####,1936-1950
406-41-####,1989-1992
406-42-####,1951-unknown
406-43-####,1989-1992
406-44-####,1952-unknown
406-45-####,1993-unknown
406-46-####,1953-unknown
406-47-####,1995-unknown
406-48-####,1954-unknown
406-49-####,1996-unknown
406-50-####,1955-unknown
406-51-####,1997-1998
406-52-####,1956-unknown
406-53-####,1998-unknown
406-54-####,1957-unknown
406-55-####,2000-unknown
406-56-####,1958-1959
406-57-####,2001-unknown
406-58-####,1960-unknown
406-59-####,2003-2004
406-60-####,1961-unknown
406-61-####,2004-2005
406-62-####,1962-unknown
406-63-####,2005-2006
406-64-####,1963-unknown
406-65-####,2006-2007
406-66-####,1964-unknown
406-67-####,2007-2008
406-68-####,1965-unknown
406-69-####,2008-2009
406-70-####,1965-unknown
406-71-####,2009-2011
406-72-####,1966-unknown
406-73-####,2011-unknown
406-74-####,1967-unknown
406-76-####,1968-unknown
406-78-####,1969-unknown
406-80-####,1969-unknown
406-82-####,1970-unknown
406-84-####,1971-unknown
406-86-####,1972-unknown
406-88-####,1972-unknown
406-90-####,1973-unknown
406-92-####,1973-unknown
406-94-####,1974-unknown
406-96-####,1974-unknown
406-98-####,1975-unknown
407-01-####,1936-1950
407-02-####,1975-unknown
407-03-####,1936-1950
407-04-####,1976-unknown
407-05-####,1936-1950
407-06-####,1977-unknown
407-07-####,1936-1950
407-08-####,1977-1978
407-09-####,1936-1950
407-10-####,1936-1950
407-11-####,1979-unknown
407-12-####,1936-1950
407-13-####,1980-unknown
407-14-####,1936-1950
407-15-####,1981-unknown
407-16-####,1936-1950
407-17-####,1982-unknown
407-18-####,1936-1950
407-19-####,1983-unknown
407-20-####,1936-1950
407-21-####,1983-unknown
407-22-####,1936-1950
407-23-####,1984-unknown
407-24-####,1936-1950
407-25-####,1985-unknown
407-26-####,1936-1950
407-27-####,1986-unknown
407-28-####,1936-1950
407-29-####,1987-unknown
407-30-####,1936-1950
407-31-####,1987-unknown
407-32-####,1936-1950
407-33-####,1988-unknown
407-34-####,1936-1950
407-35-####,1988-unknown
407-36-####,1936-1950
407-37-####,1989-1992
407-38-####,1936-1950
407-39-####,1989-1992
407-40-####,1936-1950
407-41-####,1989-1992
407-42-####,1951-unknown
407-43-####,1989-1992
407-44-####,1952-unknown
407-45-####,1993-unknown
407-46-####,1953-unknown
407-47-####,1995-unknown
407-48-####,1954-unknown
407-49-####,1996-unknown
407-50-####,1955-unknown
407-51-####,1997-1998
407-52-####,1956-unknown
407-53-####,1999-unknown
407-54-####,1957-1958
407-55-####,2000-unknown
407-56-####,1959-unknown
407-57-####,2001-2003
407-58-####,1960-1961
407-59-####,2003-2004
407-60-####,1962-unknown
407-61-####,2004-2005
407-62-####,1963-unknown
407-63-####,2005-2006
407-64-####,1963-unknown
407-65-####,2006-2007
407-66-####,1964-unknown
407-67-####,2007-2008
407-68-####,1965-unknown
407-69-####,2008-2010
407-70-####,1966-unknown
407-71-####,2010-2011
407-72-####,1966-unknown
407-73-####,2011-unknown
407-74-####,1967-unknown
407-76-####,1968-unknown
407-78-####,1969-unknown
407-80-####,1970-unknown
407-82-####,1970-unknown
407-84-####,1971-unknown
407-86-####,1972-unknown
407-88-####,1973-unknown
407-90-####,1973-unknown
407-92-####,1973-unknown
407-94-####,1974-unknown
407-96-####,1974-unknown
407-98-####,1975-unknown
