SSN Prefix,Years Issued
142-21-####,2008-2010
142-22-####,1936-1950
142-23-####,2010-2011
142-24-####,1936-1950
142-26-####,1951-unknown
142-28-####,1952-1954
142-30-####,1955-1956
142-32-####,1957-1959
142-34-####,1960-1961
142-36-####,1962-unknown
142-38-####,1963-unknown
142-40-####,1964-unknown
142-42-####,1965-1966
142-44-####,1967-unknown
142-46-####,1968-unknown
142-48-####,1969-unknown
142-50-####,1970-unknown
142-52-####,1971-unknown
142-54-####,1972-unknown
142-56-####,1972-unknown
142-58-####,1973-1974
142-60-####,1975-unknown
142-62-####,1976-unknown
142-64-####,1976-unknown
142-66-####,1977-unknown
142-68-####,1978-1979
142-70-####,1980-unknown
142-72-####,1981-unknown
142-74-####,1982-1983
142-76-####,1984-unknown
142-78-####,1985-unknown
142-80-####,1986-unknown
142-82-####,1987-unknown
142-84-####,1988-unknown
142-86-####,1989-1992
142-88-####,1989-1992
142-90-####,1989-1992
142-92-####,1989-1992
142-94-####,1993-unknown
142-96-####,1994-unknown
142-98-####,1995-unknown
143-01-####,1936-1950
143-02-####,1997-unknown
143-03-####,1936-1950
143-04-####,1998-unknown
143-05-####,1936-1950
143-06-####,1999-2000
143-07-####,1936-1950
143-08-####,2001-unknown
143-09-####,1936-1950
143-10-####,1936-1950
143-11-####,2002-unknown
143-12-####,1936-1950
143-13-####,2003-2004
143-14-####,1936-1950
143-15-####,2004-2006
143-16-####,1936-1950
143-17-####,2006-2007
143-18-####,1936-1950
143-19-####,2007-2008
143-20-####,1936-1950
143-21-####,2008-2010
143-22-####,1936-1950
143-23-####,2010-2011
143-24-####,1936-1950
143-26-####,1951-unknown
143-28-####,1952-1954
143-30-####,1955-1956
143-32-####,1957-1959
143-34-####,1960-1961
143-36-####,1962-unknown
143-38-####,1963-unknown
143-40-####,1964-unknown
143-42-####,1965-1966
143-44-####,1967-unknown
143-46-####,1968-unknown
143-48-####,1969-unknown
143-50-####,1970-unknown
143-52-####,1971-unknown
143-54-####,1972-unknown
143-56-####,1972-unknown
143-58-####,1973-1974
143-60-####,1975-unknown
143-62-####,1976-unknown
143-64-####,1976-unknown
143-66-####,1977-1978
143-68-####,1979-unknown
143-70-####,1980-unknown
143-72-####,1981-unknown
143-74-####,1982-1983
143-76-####,1984-unknown
143-78-####,1985-unknown
143-80-####,1986-unknown
143-82-####,1987-unknown
143-84-####,1988-unknown
143-86-####,1989-1992
143-88-####,1989-1992
143-90-####,1989-1992
143-92-####,1989-1992
143-94-####,1993-unknown
143-96-####,1994-unknown
143-98-####,1995-unknown
144-01-####,1936-1950
144-02-####,1997-unknown
144-03-####,1936-1950
144-04-####,1998-unknown
144-05-####,1936-1950
144-06-####,1999-2000
144-07-####,1936-1950
144-08-####,2001-unknown
144-09-####,1936-1950
144-10-####,1936-1950
144-11-####,2002-unknown
144-12-####,1936-1950
144-13-####,2003-2005
144-14-####,1936-1950
144-15-####,2005-2006
144-16-####,1936-1950
144-17-####,2006-2007
144-18-####,1936-1950
144-19-####,2007-2009
144-20-####,1936-1950
144-21-####,2009-2010
144-22-####,1936-1950
144-23-####,2010-2011
144-24-####,1936-1950
144-26-####,1951-1952
144-28-####,1953-1954
144-30-####,1955-1956
144-32-####,1957-1959
144-34-####,1960-1961
144-36-####,1962-unknown
144-38-####,1963-unknown
144-40-####,1964-unknown
144-42-####,1965-1966
144-44-####,1967-unknown
144-46-####,1968-unknown
144-48-####,1969-unknown
144-50-####,1970-unknown
144-52-####,1971-unknown
144-54-####,1972-unknown
144-56-####,1972-unknown
144-58-####,1973-1974
144-60-####,1975-unknown
144-62-####,1976-unknown
144-64-####,1976-unknown
144-66-####,1977-1978
144-68-####,1979-unknown
144-70-####,1980-unknown
144-72-####,1981-unknown
144-74-####,1982-1983
144-76-####,1984-unknown
144-78-####,1985-unknown
144-80-####,1986-unknown
144-82-####,1987-unknown
144-84-####,1988-unknown
144-86-####,1989-1992
144-88-####,1989-1992
144-90-####,1989-1992
144-92-####,1989-1992
144-94-####,1993-unknown
144-96-####,1994-unknown
144-98-####,1995-unknown
145-01-####,1936-1950
145-02-####,1997-unknown
145-03-####,1936-1950
145-04-####,1998-unknown
145-05-####,1936-1950
145-06-####,1999-2000
145-07-####,1936-1950
145-08-####,2001-unknown
145-09-####,1936-1950
145-10-####,1936-1950
145-11-####,2002-unknown
145-12-####,1936-1950
145-13-####,2003-2005
145-14-####,1936-1950
145-15-####,2005-2006
145-16-####,1936-1950
145-17-####,2006-2007
145-18-####,1936-1950
145-19-####,2007-2009
145-20-####,1936-1950
145-21-####,2009-2010
145-22-####,1936-1950
145-23-####,2010-2011
145-24-####,1936-1950
145-26-####,1951-1952
145-28-####,1953-1954
145-30-####,1955-1956
145-32-####,1957-1959
145-34-####,1960-1961
145-36-####,1962-unknown
145-38-####,1963-unknown
145-40-####,1964-unknown
145-42-####,1965-1966
145-44-####,1967-unknown
145-46-####,1968-unknown
145-48-####,1969-unknown
145-50-####,1970-unknown
145-52-####,1971-unknown
145-54-####,1972-unknown
145-56-####,1972-unknown
145-58-####,1973-1974
145-60-####,1975-unknown
145-62-####,1976-unknown
145-64-####,1976-unknown
145-66-####,1977-1978
145-68-####,1979-unknown
145-70-####,1980-unknown
