SSN Prefix,Years Issued
413-04-####,1972-unknown
413-05-####,1936-1950
413-06-####,1973-unknown
413-07-####,1936-1950
413-08-####,1973-unknown
413-09-####,1936-1950
413-10-####,1936-1950
413-11-####,1973-unknown
413-12-####,1936-1950
413-13-####,1973-unknown
413-14-####,1936-1950
413-15-####,1974-unknown
413-16-####,1936-1950
413-17-####,1974-unknown
413-18-####,1936-1950
413-19-####,1975-unknown
413-20-####,1936-1950
413-21-####,1975-unknown
413-22-####,1936-1950
413-23-####,1976-unknown
413-24-####,1936-1950
413-25-####,1976-unknown
413-26-####,1936-1950
413-27-####,1977-unknown
413-28-####,1936-1950
413-29-####,1978-unknown
413-30-####,1936-1950
413-31-####,1979-unknown
413-32-####,1936-1950
413-33-####,1980-unknown
413-34-####,1936-1950
413-35-####,1981-unknown
413-36-####,1936-1950
413-37-####,1982-unknown
413-38-####,1936-1950
413-39-####,1983-unknown
413-40-####,1936-1950
413-41-####,1983-unknown
413-42-####,1936-1950
413-43-####,1984-unknown
413-44-####,1936-1950
413-45-####,1984-unknown
413-46-####,1936-1950
413-47-####,1985-unknown
413-48-####,1936-1950
413-49-####,1986-unknown
413-50-####,1936-1950
413-51-####,1987-unknown
413-52-####,1951-unknown
413-53-####,1987-unknown
413-54-####,1952-unknown
413-55-####,1987-unknown
413-56-####,1953-unknown
413-57-####,1988-unknown
413-58-####,1954-unknown
413-59-####,1988-unknown
413-60-####,1955-unknown
413-61-####,1989-1992
413-62-####,1956-unknown
413-63-####,1989-1992
413-64-####,1957-unknown
413-65-####,1989-1992
413-66-####,1958-unknown
413-67-####,1989-1992
413-68-####,1959-unknown
413-69-####,1989-1992
413-70-####,1960-1961
413-71-####,1989-1992
413-72-####,1962-unknown
413-73-####,1993-unknown
413-74-####,1962-unknown
413-75-####,1994-unknown
413-76-####,1963-unknown
413-77-####,1995-unknown
413-78-####,1964-unknown
413-79-####,1996-unknown
413-80-####,1964-unknown
413-81-####,1997-1998
413-82-####,1965-unknown
413-83-####,1998-unknown
413-84-####,1966-unknown
413-85-####,1999-unknown
413-86-####,1966-unknown
413-87-####,1999-2000
413-88-####,1967-unknown
413-89-####,2000-2001
413-90-####,1968-unknown
413-91-####,2001-unknown
413-92-####,1968-unknown
413-93-####,2002-unknown
413-94-####,1969-unknown
413-95-####,2003-2004
413-96-####,1970-unknown
413-97-####,2004-2005
413-98-####,1971-unknown
413-99-####,2005-unknown
414-01-####,1936-1950
414-02-####,1971-unknown
414-03-####,1936-1950
414-04-####,1972-unknown
414-05-####,1936-1950
414-06-####,1973-unknown
414-07-####,1936-1950
414-08-####,1973-unknown
414-09-####,1936-1950
414-10-####,1936-1950
414-11-####,1973-unknown
414-12-####,1936-1950
414-13-####,1973-unknown
414-14-####,1936-1950
414-15-####,1974-unknown
414-16-####,1936-1950
414-17-####,1974-unknown
414-18-####,1936-1950
414-19-####,1975-unknown
414-20-####,1936-1950
414-21-####,1975-unknown
414-22-####,1936-1950
414-23-####,1976-unknown
414-24-####,1936-1950
414-25-####,1976-unknown
414-26-####,1936-1950
414-27-####,1977-unknown
414-28-####,1936-1950
414-29-####,1978-unknown
414-30-####,1936-1950
414-31-####,1979-unknown
414-32-####,1936-1950
414-33-####,1980-unknown
414-34-####,1936-1950
414-35-####,1981-unknown
414-36-####,1936-1950
414-37-####,1982-unknown
414-38-####,1936-1950
414-39-####,1983-unknown
414-40-####,1936-1950
414-41-####,1983-unknown
414-42-####,1936-1950
414-43-####,1984-unknown
414-44-####,1936-1950
414-45-####,1985-unknown
414-46-####,1936-1950
414-47-####,1985-unknown
414-48-####,1936-1950
414-49-####,1986-unknown
414-50-####,1936-1950
414-51-####,1987-unknown
414-52-####,1951-unknown
414-53-####,1987-unknown
414-54-####,1952-unknown
414-55-####,1987-unknown
414-56-####,1953-unknown
414-57-####,1988-unknown
414-58-####,1954-unknown
414-59-####,1988-unknown
414-60-####,1955-unknown
414-61-####,1989-1992
414-62-####,1956-unknown
414-63-####,1989-1992
414-64-####,1957-unknown
414-65-####,1989-1992
414-66-####,1958-unknown
414-67-####,1989-1992
414-68-####,1959-unknown
414-69-####,1989-1992
414-70-####,1960-unknown
414-71-####,1989-1992
414-72-####,1961-1962
414-73-####,1993-unknown
414-74-####,1963-unknown
414-75-####,1994-unknown
414-76-####,1963-unknown
414-77-####,1995-unknown
414-78-####,1964-unknown
414-79-####,1996-unknown
414-80-####,1964-unknown
414-81-####,1997-1998
414-82-####,1965-unknown
414-83-####,1998-unknown
414-84-####,1965-unknown
414-85-####,1999-unknown
414-86-####,1966-unknown
414-87-####,2000-unknown
414-88-####,1967-unknown
414-89-####,2000-2001
414-90-####,1968-unknown
414-91-####,2001-2002
414-92-####,1968-unknown
414-93-####,2002-unknown
414-94-####,1969-unknown
414-95-####,2003-2004
414-96-####,1970-unknown
414-97-####,2004-2005
414-98-####,1971-unknown
414-99-####,2005-unknown
415-01-####,1936-1950
415-02-####,1971-unknown
415-03-####,1936-1950
415-04-####,1972-unknown
415-05-####,1936-1950
415-06-####,1973-unknown
415-07-####,1936-1950
