SSN Prefix,Years Issued
227-42-####,1951-unknown
227-43-####,1987-unknown
227-44-####,1952-unknown
227-45-####,1987-unknown
227-46-####,1953-1954
227-47-####,1988-unknown
227-48-####,1955-unknown
227-49-####,1988-unknown
227-50-####,1956-unknown
227-51-####,1988-unknown
227-52-####,1957-unknown
227-53-####,1989-1992
227-54-####,1958-1959
227-55-####,1989-1992
227-56-####,1960-unknown
227-57-####,1989-1992
227-58-####,1961-unknown
227-59-####,1989-1992
227-60-####,1962-unknown
227-61-####,1989-1992
227-62-####,1963-unknown
227-63-####,1989-1992
227-64-####,1963-unknown
227-65-####,1989-1992
227-66-####,1964-unknown
227-67-####,1993-unknown
227-68-####,1964-unknown
227-69-####,1994-unknown
227-70-####,1965-unknown
227-71-####,1994-unknown
227-72-####,1966-unknown
227-73-####,1995-unknown
227-74-####,1966-unknown
227-75-####,1996-unknown
227-76-####,1967-unknown
227-77-####,1997-unknown
227-78-####,1968-unknown
227-79-####,1997-unknown
227-80-####,1969-unknown
227-81-####,1998-unknown
227-82-####,1969-unknown
227-83-####,1999-unknown
227-84-####,1970-unknown
227-85-####,1999-2000
227-86-####,1971-unknown
227-87-####,2000-unknown
227-88-####,1971-unknown
227-89-####,2001-unknown
227-90-####,1972-unknown
227-91-####,2001-unknown
227-92-####,1973-unknown
227-93-####,2002-unknown
227-94-####,1973-unknown
227-95-####,2003-unknown
227-96-####,1973-unknown
227-97-####,2003-2004
227-98-####,1974-unknown
227-99-####,2004-unknown
228-01-####,1936-1950
228-02-####,1974-unknown
228-03-####,1936-1950
228-04-####,1975-unknown
228-05-####,1936-1950
228-06-####,1975-unknown
228-07-####,1936-1950
228-08-####,1976-unknown
228-09-####,1936-1950
228-10-####,1936-1950
228-11-####,1976-unknown
228-12-####,1936-1950
228-13-####,1977-unknown
228-14-####,1936-1950
228-15-####,1978-unknown
228-16-####,1936-1950
228-17-####,1979-unknown
228-18-####,1936-1950
228-19-####,1979-unknown
228-20-####,1936-1950
228-21-####,1980-unknown
228-22-####,1936-1950
228-23-####,1981-unknown
228-24-####,1936-1950
228-25-####,1982-unknown
228-26-####,1936-1950
228-27-####,1983-unknown
228-28-####,1936-1950
228-29-####,1983-unknown
228-30-####,1936-1950
228-31-####,1984-unknown
228-32-####,1936-1950
228-33-####,1984-unknown
228-34-####,1936-1950
228-35-####,1985-unknown
228-36-####,1936-1950
228-37-####,1986-unknown
228-38-####,1936-1950
228-39-####,1987-unknown
228-40-####,1936-1950
228-41-####,1987-unknown
228-42-####,1951-unknown
228-43-####,1987-unknown
228-44-####,1952-unknown
228-45-####,1987-unknown
228-46-####,1953-1954
228-47-####,1988-unknown
228-48-####,1955-unknown
228-49-####,1988-unknown
228-50-####,1956-unknown
228-51-####,1989-1992
228-52-####,1957-unknown
228-53-####,1989-1992
228-54-####,1958-1959
228-55-####,1989-1992
228-56-####,1960-unknown
228-57-####,1989-1992
228-58-####,1961-unknown
228-59-####,1989-1992
228-60-####,1962-unknown
228-61-####,1989-1992
228-62-####,1963-unknown
228-63-####,1989-1992
228-64-####,1963-unknown
228-65-####,1989-1992
228-66-####,1964-unknown
228-67-####,1993-unknown
228-68-####,1964-unknown
228-69-####,1994-unknown
228-70-####,1965-unknown
228-71-####,1994-unknown
228-72-####,1966-unknown
228-73-####,1995-unknown
228-74-####,1966-unknown
228-75-####,1996-unknown
228-76-####,1967-unknown
228-77-####,1997-unknown
228-78-####,1968-unknown
228-79-####,1997-1998
228-80-####,1969-unknown
228-81-####,1998-unknown
228-82-####,1969-unknown
228-83-####,1999-unknown
228-84-####,1970-unknown
228-85-####,1999-2000
228-86-####,1971-unknown
228-87-####,2000-unknown
228-88-####,1972-unknown
228-89-####,2001-unknown
228-90-####,1972-unknown
228-91-####,2001-2002
228-92-####,1973-unknown
228-93-####,2002-2003
228-94-####,1973-unknown
228-95-####,2003-unknown
228-96-####,1973-unknown
228-97-####,2003-2004
228-98-####,1974-unknown
228-99-####,2004-unknown
229-01-####,1936-1950
229-02-####,1974-unknown
229-03-####,1936-1950
229-04-####,1975-unknown
229-05-####,1936-1950
229-06-####,1976-unknown
229-07-####,1936-1950
229-08-####,1976-unknown
229-09-####,1936-1950
229-10-####,1936-1950
229-11-####,1977-unknown
229-12-####,1936-1950
229-13-####,1977-unknown
229-14-####,1936-1950
229-15-####,1978-unknown
229-16-####,1936-1950
229-17-####,1979-unknown
229-18-####,1936-1950
229-19-####,1980-unknown
229-20-####,1936-1950
229-21-####,1980-unknown
229-22-####,1936-1950
229-23-####,1981-unknown
229-24-####,1936-1950
229-25-####,1982-unknown
229-26-####,1936-1950
229-27-####,1983-unknown
229-28-####,1936-1950
229-29-####,1983-unknown
229-30-####,1936-1950
229-31-####,1984-unknown
229-32-####,1936-1950
229-33-####,1984-unknown
229-34-####,1936-1950
229-35-####,1985-unknown
229-36-####,1936-1950
229-37-####,1986-unknown
229-38-####,1936-1950
229-39-####,1987-unknown
229-40-####,1936-1950
229-41-####,1987-unknown
229-42-####,1951-unknown
229-43-####,1987-unknown
229-44-####,1952-1953
229-45-####,1988-unknown
229-46-####,1954-unknown
229-47-####,1988-unknown
229-48-####,1955-unknown
229-49-####,1988-unknown
229-50-####,1956-unknown
229-51-####,1989-1992
229-52-####,1957-unknown
229-53-####,1989-1992
229-54-####,1958-1959
229-55-####,1989-1992
229-56-####,1960-unknown
229-57-####,1989-1992
229-58-####,1961-unknown
229-59-####,1989-1992
229-60-####,1962-unknown
229-61-####,1989-1992
229-62-####,1963-unknown
229-63-####,1989-1992
229-64-####,1963-unknown
229-65-####,1989-1992
229-66-####,1964-unknown
229-67-####,1993-unknown
229-68-####,1965-unknown
229-69-####,1994-unknown
229-70-####,1965-unknown
229-71-####,1994-unknown
229-72-####,1966-unknown
229-73-####,1995-unknown
229-74-####,1967-unknown
229-75-####,1996-unknown
229-76-####,1967-unknown
229-77-####,1997-unknown
229-78-####,1968-unknown
229-79-####,1997-1998
229-80-####,1969-unknown
229-81-####,1998-unknown
229-82-####,1969-unknown
229-83-####,1999-unknown
229-84-####,1970-unknown
229-85-####,1999-2000
229-86-####,1971-unknown
229-87-####,2000-unknown
229-88-####,1972-unknown
229-89-####,2001-unknown
229-90-####,1972-unknown
229-91-####,2001-2002
229-92-####,1973-unknown
229-93-####,2002-2003
229-94-####,1973-unknown
229-95-####,2003-unknown
229-96-####,1973-unknown
229-97-####,2003-2004
229-98-####,1974-unknown
229-99-####,2004-unknown
230-01-####,1936-1950
230-02-####,1974-unknown
230-03-####,1936-1950
230-04-####,1975-unknown
230-05-####,1936-1950
230-06-####,1976-unknown
230-07-####,1936-1950
230-08-####,1976-unknown
230-09-####,1936-1950
230-10-####,1936-1950
230-11-####,1977-unknown
230-12-####,1936-1950
230-13-####,1977-unknown
230-14-####,1936-1950
230-15-####,1978-unknown
230-16-####,1936-1950
230-17-####,1979-unknown
230-18-####,1936-1950
