SSN Prefix,Years Issued
591-31-####,1993-unknown
591-32-####,1985-unknown
591-33-####,1993-unknown
591-34-####,1985-unknown
591-35-####,1993-unknown
591-36-####,1985-unknown
591-37-####,1994-unknown
591-38-####,1986-unknown
591-39-####,1994-unknown
591-40-####,1986-unknown
591-41-####,1994-unknown
591-42-####,1986-unknown
591-43-####,1994-unknown
591-44-####,1986-unknown
591-45-####,1994-unknown
591-46-####,1987-unknown
591-47-####,1994-unknown
591-48-####,1987-unknown
591-49-####,1995-unknown
591-50-####,1987-unknown
591-51-####,1995-unknown
591-52-####,1987-unknown
591-53-####,1995-unknown
591-54-####,1987-unknown
591-55-####,1995-unknown
591-56-####,1987-unknown
591-57-####,1996-unknown
591-58-####,1987-unknown
591-59-####,1996-unknown
591-60-####,1987-unknown
591-61-####,1996-unknown
591-62-####,1988-unknown
591-63-####,1996-unknown
591-64-####,1988-unknown
591-65-####,1997-unknown
591-66-####,1988-unknown
591-67-####,1997-unknown
591-68-####,1988-unknown
591-69-####,1997-unknown
591-70-####,1988-unknown
591-71-####,1997-unknown
591-72-####,1988-unknown
591-73-####,1998-unknown
591-74-####,1988-unknown
591-75-####,1998-unknown
591-76-####,1988-unknown
591-77-####,1998-unknown
591-78-####,1989-1992
591-79-####,1998-1999
591-80-####,1989-1992
591-81-####,1999-unknown
591-82-####,1989-1992
591-83-####,1999-unknown
591-84-####,1989-1992
591-85-####,1999-unknown
591-86-####,1989-1992
591-87-####,1999-2000
591-88-####,1989-1992
591-89-####,2000-unknown
591-90-####,1989-1992
591-91-####,2000-unknown
591-92-####,1989-1992
591-93-####,2000-unknown
591-94-####,1989-1992
591-95-####,2000-unknown
591-96-####,1989-1992
591-97-####,2000-2001
591-98-####,1989-1992
591-99-####,2001-unknown
592-01-####,1980-unknown
592-02-####,1989-1992
592-03-####,1981-unknown
592-04-####,1989-1992
592-05-####,1981-unknown
592-06-####,1989-1992
592-07-####,1981-unknown
592-08-####,1989-1992
592-09-####,1981-unknown
592-10-####,1982-unknown
592-11-####,1989-1992
592-12-####,1982-unknown
592-13-####,1989-1992
592-14-####,1982-unknown
592-15-####,1989-1992
592-16-####,1982-unknown
592-17-####,1989-1992
592-18-####,1983-unknown
592-19-####,1989-1992
592-20-####,1983-unknown
592-21-####,1989-1992
592-22-####,1983-unknown
592-23-####,1989-1992
592-24-####,1984-unknown
592-25-####,1989-1992
592-26-####,1984-unknown
592-27-####,1989-1992
592-28-####,1984-unknown
592-29-####,1993-unknown
592-30-####,1984-unknown
592-31-####,1993-unknown
592-32-####,1985-unknown
592-33-####,1993-unknown
592-34-####,1985-unknown
592-35-####,1993-unknown
592-36-####,1985-unknown
592-37-####,1994-unknown
592-38-####,1986-unknown
592-39-####,1994-unknown
592-40-####,1986-unknown
592-41-####,1994-unknown
592-42-####,1986-unknown
592-43-####,1994-unknown
592-44-####,1987-unknown
592-45-####,1994-unknown
592-46-####,1987-unknown
592-47-####,1994-unknown
592-48-####,1987-unknown
592-49-####,1995-unknown
592-50-####,1987-unknown
592-51-####,1995-unknown
592-52-####,1987-unknown
592-53-####,1995-unknown
592-54-####,1987-unknown
592-55-####,1995-unknown
592-56-####,1987-unknown
592-57-####,1996-unknown
592-58-####,1987-unknown
592-59-####,1996-unknown
592-60-####,1988-unknown
592-61-####,1996-unknown
592-62-####,1988-unknown
592-63-####,1996-unknown
592-64-####,1988-unknown
592-65-####,1997-unknown
592-66-####,1988-unknown
592-67-####,1997-unknown
592-68-####,1988-unknown
592-69-####,1997-unknown
592-70-####,1988-unknown
592-71-####,1997-unknown
592-72-####,1988-unknown
592-73-####,1998-unknown
592-74-####,1988-unknown
592-75-####,1998-unknown
592-76-####,1989-1992
592-77-####,1998-unknown
592-78-####,1989-1992
592-79-####,1998-1999
592-80-####,1989-1992
592-81-####,1999-unknown
592-82-####,1989-1992
592-83-####,1999-unknown
592-84-####,1989-1992
592-85-####,1999-unknown
592-86-####,1989-1992
592-87-####,1999-2000
592-88-####,1989-1992
592-89-####,2000-unknown
592-90-####,1989-1992
592-91-####,2000-unknown
592-92-####,1989-1992
592-93-####,2000-unknown
592-94-####,1989-1992
592-95-####,2000-unknown
592-96-####,1989-1992
592-97-####,2000-2001
592-98-####,1989-1992
592-99-####,2001-unknown
593-01-####,1981-unknown
593-02-####,1989-1992
593-03-####,1981-unknown
593-04-####,1989-1992
593-05-####,1981-unknown
